Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity 736_m_wt	LFQ intensity 736_sc_wt	LFQ intensity 737_m_midy	LFQ intensity 737_sc_midy	LFQ intensity 738_m_wt	LFQ intensity 738_sc_wt	LFQ intensity 739_m_midy	LFQ intensity 739_sc_midy	LFQ intensity 740_m_midy	LFQ intensity 740_sc_midy	LFQ intensity 741_m_wt	LFQ intensity 741_sc_wt	LFQ intensity 743_m_wt	LFQ intensity 743_sc_midy	LFQ intensity 744_m_midy	LFQ intensity 744_sc_midy	LFQ intensity 745_m_wt	LFQ intensity 745_sc_wt	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_020932567.1	XP_020932567.1	XP_020932567.1 PWWP domain-containing protein 2A isoform X2 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42846000	+	NA	NA	PWWP2A	PWWP2A;NA;NA;NA;NA	"NA"	"NA"	nucleus	GO:000563	"NA"	"NA"	histone binding;protein binding;chromatin binding	GO:004239; GO:000551; GO:000368
XP_020932590.1;XP_020932589.1	XP_020932590.1;XP_020932589.1	XP_020932590.1 succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial isoform X2 [Sus scrofa];XP_020932589.1 succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial isoform X1 [Sus scrofa]	17	17	17	761310000	457410000	680580000	441150000	693400000	439980000	738790000	469150000	743100000	491330000	568210000	477640000	358910000	503920000	541360000	546130000	529850000	386610000	NA	NA	NA	SDHA	SDHA;SDHA;NA;NA;NA	oxidation-reduction process;respiratory electron transport chain;mitochondrial electron transport, succinate to ubiquinone;nervous system development;tricarboxylic acid cycle;succinate metabolic process	GO:005511; GO:002290; GO:000612; GO:000739; GO:000609; GO:000610	mitochondrion;nucleolus;mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone);plasma membrane succinate dehydrogenase complex	GO:000573; GO:000573; GO:000574; GO:004528	 Biosynthesis of antibiotics; Non-alcoholic fatty liver disease (NAFLD); Parkinson's disease; Oxidative phosphorylation; Metabolic pathways; Carbon metabolism; Citrate cycle (TCA cycle)	hsa0113; hsa0493; hsa0501; hsa0019; hsa0110; hsa0120; hsa0002	electron carrier activity;succinate dehydrogenase activity;flavin adenine dinucleotide binding;protein binding;succinate dehydrogenase (ubiquinone) activity	GO:000905; GO:000010; GO:005066; GO:000551; GO:000817
XP_020932594.1;XP_020932592.1;XP_020932593.1	XP_020932594.1;XP_020932592.1;XP_020932593.1	XP_020932594.1 programmed cell death protein 6 isoform X3 [Sus scrofa];XP_020932592.1 programmed cell death protein 6 isoform X1 [Sus scrofa];XP_020932593.1 programmed cell death protein 6 isoform X2 [Sus scrofa]	5	5	5	182310000	191380000	120180000	149950000	160950000	163710000	112000000	129000000	139400000	116670000	117360000	118980000	160470000	145500000	131900000	167130000	137750000	198460000	NA	NA	NA	PDCD6	PDCD6;PDCD6;PDCD6;NA;NA	activation of cysteine-type endopeptidase activity involved in apoptotic process;negative regulation of vascular endothelial growth factor receptor signaling pathway;angiogenesis;positive regulation of angiogenesis;positive regulation of endothelial cell proliferation;cellular response to heat;vascular endothelial growth factor receptor-2 signaling pathway;response to calcium ion;negative regulation of protein kinase B signaling;COPII vesicle coating;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of protein monoubiquitination;intracellular protein transport;neural crest cell development;positive regulation of endothelial cell migration;neural crest formation;negative regulation of TOR signaling;apoptotic signaling pathway	GO:000691; GO:003094; GO:000152; GO:004576; GO:000193; GO:003460; GO:003632; GO:005159; GO:005189; GO:004820; GO:004328; GO:190252; GO:000688; GO:001403; GO:001059; GO:001402; GO:003200; GO:009719	Golgi membrane;endosome;nucleus;cytoplasmic vesicle;endoplasmic reticulum;Cul3-RING ubiquitin ligase complex;cytoplasm;COPII vesicle coat;extracellular exosome;endoplasmic reticulum exit site	GO:000013; GO:000576; GO:000563; GO:003141; GO:000578; GO:003146; GO:000573; GO:003012; GO:007006; GO:007097	"NA"	"NA"	protein dimerization activity;identical protein binding;protein anchor;calcium-dependent protein binding;calcium ion binding;magnesium ion binding;binding, bridging;protein binding	GO:004698; GO:004280; GO:004349; GO:004830; GO:000550; GO:000028; GO:006009; GO:000551
XP_020932660.1;XP_020932659.1;XP_020932658.1;XP_020932657.1;XP_020932656.1;XP_020932655.1;XP_020932653.1;XP_020932652.1;XP_020932661.1	XP_020932660.1;XP_020932659.1;XP_020932658.1;XP_020932657.1;XP_020932656.1;XP_020932655.1;XP_020932653.1;XP_020932652.1;XP_020932661.1	XP_020932660.1 NAD(P) transhydrogenase, mitochondrial isoform X1 [Sus scrofa];XP_020932659.1 NAD(P) transhydrogenase, mitochondrial isoform X1 [Sus scrofa];XP_020932658.1 NAD(P) transhydrogenase, mitochondrial isoform X1 [Sus scrofa];XP_020932657.1 NAD(P)	10	10	10	85984000	44575000	48139000	39158000	54471000	30634000	49257000	44916000	53081000	36957000	45390000	39791000	52334000	38428000	45976000	42214000	47222000	41439000	NA	NA	NA	NNT	NNT;NNT;NNT;NNT;NNT	negative regulation of apoptotic process;response to vitamin;NADPH regeneration;reactive oxygen species metabolic process;oxygen homeostasis;negative regulation of protein phosphorylation;tricarboxylic acid cycle;hydrogen ion transmembrane transport;positive regulation of hydrogen peroxide catabolic process;oxidation-reduction process;positive regulation of mitochondrial membrane potential;cell redox homeostasis;cellular oxidant detoxification	GO:004306; GO:003327; GO:000674; GO:007259; GO:003236; GO:000193; GO:000609; GO:190260; GO:190328; GO:005511; GO:001091; GO:004545; GO:009886	integral component of membrane;membrane;mitochondrial inner membrane;mitochondrion	GO:001602; GO:001602; GO:000574; GO:000573	 Metabolic pathways; Nicotinate and nicotinamide metabolism	hsa0110; hsa0076	NADP binding;NAD(P)+ transhydrogenase activity;NAD binding;NAD(P)+ transhydrogenase (B-specific) activity	GO:005066; GO:000874; GO:005128; GO:000395
XP_020932879.1;XP_020932876.1;XP_020932878.1;XP_020932875.1;NP_999106.1	XP_020932879.1;XP_020932876.1;XP_020932878.1;XP_020932875.1;NP_999106.1	XP_020932879.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform X4 [Sus scrofa];XP_020932876.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform X2 [Sus scrofa];XP_020932878.1 dolichyl-diphosph	18	18	18	310380000	331330000	304120000	337110000	316520000	279450000	367250000	375660000	335440000	335570000	344350000	392250000	323940000	357170000	355820000	374180000	363540000	340500000	NA	NA	NA	RPN2	RPN2;RPN2;RPN2;RPN2;RPN2	response to drug;cellular protein modification process;protein N-linked glycosylation via asparagine;protein N-linked glycosylation;aging	GO:004249; GO:000646; GO:001827; GO:000648; GO:000756	integral component of membrane;oligosaccharyltransferase complex;endoplasmic reticulum membrane;membrane;autophagosome membrane;rough endoplasmic reticulum	GO:001602; GO:000825; GO:000578; GO:001602; GO:000042; GO:000579	 N-Glycan biosynthesis; Metabolic pathways; Protein processing in endoplasmic reticulum	hsa0051; hsa0110; hsa0414	dolichyl-diphosphooligosaccharide-protein glycotransferase activity;protein binding;ribosome binding	GO:000457; GO:000551; GO:004302
XP_020932949.1;XP_020932948.1;NP_999448.1	XP_020932949.1;XP_020932948.1;NP_999448.1	XP_020932949.1 phospholipid transfer protein isoform X1 [Sus scrofa];XP_020932948.1 phospholipid transfer protein isoform X1 [Sus scrofa];NP_999448.1 phospholipid transfer protein precursor [Sus scrofa]	3	3	3	0	19777000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	PLTP	PLTP;PLTP;PLTP;NA;NA	lipid metabolic process;lipid transport;high-density lipoprotein particle remodeling;positive regulation of cholesterol efflux;ceramide transport;vitamin E biosynthetic process;phospholipid transport;flagellated sperm motility	GO:000662; GO:000686; GO:003437; GO:001087; GO:003562; GO:001018; GO:001591; GO:003031	high-density lipoprotein particle;extracellular region;extracellular space	GO:003436; GO:000557; GO:000561	 PPAR signaling pathway	hsa0332	lipid transporter activity;phospholipid transporter activity;phosphatidylethanolamine transporter activity;diacylglycerol binding;phosphatidylcholine binding;phosphatidic acid binding;ceramide binding;phosphatidylglycerol binding;phosphatidylethanolamine binding;phosphatidylcholine transporter activity;phosphatidic acid transporter activity;ceramide transporter activity	GO:000531; GO:000554; GO:190412; GO:001999; GO:003121; GO:007030; GO:009700; GO:190161; GO:000842; GO:000852; GO:199005; GO:003562
XP_020932967.1;NP_999529.1;XP_020932966.1	XP_020932967.1;NP_999529.1;XP_020932966.1	XP_020932967.1 voltage-dependent anion-selective channel protein 3 isoform X2 [Sus scrofa];NP_999529.1 voltage-dependent anion-selective channel protein 3 [Sus scrofa];XP_020932966.1 voltage-dependent anion-selective channel protein 3 isoform X1 [Sus scrof	7	7	7	48500000	42806000	66307000	35167000	42166000	52295000	50467000	39687000	51492000	49562000	0	34112000	0	38312000	38468000	45959000	41155000	47114000	NA	NA	NA	VDAC3	VDAC3;VDAC3;VDAC3;NA;NA	regulation of cilium assembly;anion transmembrane transport;neuron-neuron synaptic transmission;inorganic anion transport;adenine transport;behavioral fear response;learning	GO:190201; GO:009865; GO:000727; GO:001569; GO:001585; GO:000166; GO:000761	mitochondrion;mitochondrial outer membrane;pore complex;extracellular exosome;nucleus	GO:000573; GO:000574; GO:004693; GO:007006; GO:000563	 Viral carcinogenesis; Huntington's disease; Calcium signaling pathway; Hepatitis B	hsa0520; hsa0501; hsa0402; hsa0516	nucleotide binding;voltage-gated anion channel activity;porin activity	GO:000016; GO:000830; GO:001528
XP_020933019.1;XP_020933018.1;XP_020933017.1;XP_020933016.1;XP_020933015.1;XP_020933014.1;XP_020933013.1;XP_020933012.1	XP_020933019.1;XP_020933018.1;XP_020933017.1;XP_020933016.1;XP_020933015.1;XP_020933014.1;XP_020933013.1;XP_020933012.1	XP_020933019.1 protein NDRG3 isoform X8 [Sus scrofa];XP_020933018.1 protein NDRG3 isoform X7 [Sus scrofa];XP_020933017.1 protein NDRG3 isoform X6 [Sus scrofa];XP_020933016.1 protein NDRG3 isoform X5 [Sus scrofa];XP_020933015.1 protein NDRG3 isoform X4 [Sus	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4235600	NA	NA	NA	NDRG3	NDRG3;NDRG3;NDRG3;NDRG3;NDRG3	negative regulation of cell growth;signal transduction;spermatogenesis;cell differentiation	GO:003030; GO:000716; GO:000728; GO:003015	extracellular exosome;cytoplasm	GO:007006; GO:000573	"NA"	"NA"	molecular_function	GO:000367
XP_020933043.1;XP_020933042.1;XP_020933041.1;XP_020933040.1	XP_020933043.1;XP_020933042.1;XP_020933041.1;XP_020933040.1	XP_020933043.1 UPF0687 protein C20orf27 homolog isoform X1 [Sus scrofa];XP_020933042.1 UPF0687 protein C20orf27 homolog isoform X1 [Sus scrofa];XP_020933041.1 UPF0687 protein C20orf27 homolog isoform X1 [Sus scrofa];XP_020933040.1 UPF0687 protein C20orf27	3	3	3	50196000	51649000	61277000	51680000	52921000	39549000	69735000	55168000	60876000	47682000	68853000	50480000	27965000	38383000	57706000	54591000	51573000	43561000	NA	NA	NA	C17H20orf27	C17H20orf27;C17H20orf27;C17H20orf27;C17H20orf27;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_020933104.1;XP_020933103.1;XP_020933099.1;XP_020933098.1;XP_020933097.1;XP_020933095.1;XP_020933094.1;XP_020933101.1;XP_020933100.1;XP_020933096.1;XP_020933093.1;XP_020933092.1;XP_020933091.1	XP_020933104.1;XP_020933103.1;XP_020933099.1;XP_020933098.1;XP_020933097.1;XP_020933095.1;XP_020933094.1;XP_020933101.1;XP_020933100.1;XP_020933096.1;XP_020933093.1;XP_020933092.1;XP_020933091.1	XP_020933104.1 COMM domain-containing protein 7 isoform X13 [Sus scrofa];XP_020933103.1 COMM domain-containing protein 7 isoform X12 [Sus scrofa];XP_020933099.1 COMM domain-containing protein 7 isoform X9 [Sus scrofa];XP_020933098.1 COMM domain-containing	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1987700	0	NA	NA	NA	COMMD7	COMMD7;COMMD7;COMMD7;COMMD7;COMMD7	negative regulation of NF-kappaB transcription factor activity;negative regulation of transcription, DNA-templated;tumor necrosis factor-mediated signaling pathway	GO:003208; GO:004589; GO:003320	cytoplasmic vesicle;intracellular membrane-bounded organelle	GO:003141; GO:004323	"NA"	"NA"	protein binding;NF-kappaB binding	GO:000551; GO:005105
XP_020933197.1	XP_020933197.1	XP_020933197.1 protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [Sus scrofa]	5	5	5	10694000	9728000	12454000	12718000	11143000	9118500	8160700	13282000	11819000	13593000	7954100	0	9461200	8434000	8190800	12006000	7947900	13685000	NA	NA	NA	FNTA	FNTA;NA;NA;NA;NA	transforming growth factor beta receptor signaling pathway;neurotransmitter receptor metabolic process;skeletal muscle acetylcholine-gated channel clustering;regulation of neurotransmitter receptor activity;positive regulation of tubulin deacetylation;protein farnesylation	GO:000717; GO:004521; GO:007134; GO:009960; GO:009004; GO:001834	cytosol;cytoplasm;plasma membrane;CAAX-protein geranylgeranyltransferase complex;protein farnesyltransferase complex;microtubule associated complex	GO:000582; GO:000573; GO:000588; GO:000595; GO:000596; GO:000587	 Terpenoid backbone biosynthesis; Biosynthesis of antibiotics	hsa0090; hsa0113	protein geranylgeranyltransferase activity;Rab geranylgeranyltransferase activity;protein binding;microtubule binding;acetylcholine receptor regulator activity;receptor tyrosine kinase binding;alpha-tubulin binding	GO:000466; GO:000466; GO:000551; GO:000801; GO:003054; GO:003097; GO:004301
XP_020933264.1;XP_020933262.1;XP_020933261.1;XP_020933265.1;XP_020933263.1	XP_020933264.1;XP_020933262.1;XP_020933261.1;XP_020933265.1;XP_020933263.1	XP_020933264.1 tumor protein D54 isoform X4 [Sus scrofa];XP_020933262.1 tumor protein D54 isoform X2 [Sus scrofa];XP_020933261.1 tumor protein D54 isoform X1 [Sus scrofa];XP_020933265.1 tumor protein D54 isoform X5 [Sus scrofa];XP_020933263.1 tumor protein	5	5	5	0	36231000	38997000	20492000	0	0	29342000	21615000	0	29014000	51480000	0	49218000	37967000	41144000	20572000	38699000	37533000	NA	NA	NA	TPD52L2	TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2	regulation of cell proliferation	GO:004212	perinuclear region of cytoplasm;cytoplasm	GO:004847; GO:000573	"NA"	"NA"	RNA binding;catalytic activity	GO:000372; GO:000382
XP_020933437.1;XP_003129826.2;XP_005656114.2	XP_020933437.1;XP_003129826.2;XP_005656114.2	XP_020933437.1 elongation factor 1-alpha 2 [Sus scrofa];XP_003129826.2 elongation factor 1-alpha, oocyte form-like [Sus scrofa];XP_005656114.2 LOW QUALITY PROTEIN: elongation factor 1-alpha, somatic form-like [Sus scrofa]	10	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66047000	0	NA	NA	NA	EEF1A2	EEF1A2;LOC100514912;LOC100620900;NA;NA	response to inorganic substance;positive regulation of apoptotic process;positive regulation of lipid kinase activity;regulation of chaperone-mediated autophagy;translation;response to electrical stimulus	GO:001003; GO:004306; GO:009021; GO:190471; GO:000641; GO:005160	cytoplasm;nucleus;eukaryotic translation elongation factor 1 complex;neuronal cell body;synapse;cytoplasmic side of lysosomal membrane	GO:000573; GO:000563; GO:000585; GO:004302; GO:004520; GO:009857	 RNA transport; Legionellosis	hsa0301; hsa0513	protein binding;GTP binding;GTPase activity;protein kinase binding;translation elongation factor activity;translation factor activity, RNA binding	GO:000551; GO:000552; GO:000392; GO:001990; GO:000374; GO:000813
XP_020933637.1	XP_020933637.1	XP_020933637.1 LOW QUALITY PROTEIN: adenosine deaminase [Sus scrofa]	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	23111000	0	0	0	0	0	NA	NA	NA	ADA	ADA;NA;NA;NA;NA	adenosine catabolic process;positive regulation of B cell proliferation;positive regulation of T cell differentiation in thymus;purine-containing compound salvage;Peyer's patch development;liver development;positive regulation of smooth muscle contraction;negative regulation of mucus secretion;positive regulation of heart rate;T cell activation;positive regulation of alpha-beta T cell differentiation;lung alveolus development;negative regulation of inflammatory response;response to hypoxia;trophectodermal cell differentiation;placenta development;aging;response to vitamin E;negative regulation of adenosine receptor signaling pathway;cell adhesion;purine nucleotide salvage;response to hydrogen peroxide;negative regulation of mature B cell apoptotic process;inosine biosynthetic process;positive regulation of calcium-mediated signaling;positive regulation of germinal center formation;negative regulation of leukocyte migration;deoxyadenosine catabolic process;dATP catabolic process;xanthine biosynthetic process;positive regulation of T cell receptor signaling pathway;regulation of cell-cell adhesion mediated by integrin;negative regulation of circadian sleep/wake cycle, non-REM sleep;negative regulation of penile erection;germinal center B cell differentiation;purine ribonucleoside monophosphate biosynthetic process;response to morphine;embryonic digestive tract development;negative regulation of thymocyte apoptotic process	GO:000615; GO:003089; GO:003308; GO:004310; GO:004854; GO:000188; GO:004598; GO:007025; GO:001046; GO:004211; GO:004663; GO:004828; GO:005072; GO:000166; GO:000182; GO:000189; GO:000756; GO:003319; GO:006016; GO:000715; GO:003226; GO:004254; GO:000290; GO:004610; GO:005085; GO:000263; GO:000268; GO:000615; GO:004606; GO:004611; GO:005086; GO:003363; GO:004232; GO:006040; GO:000231; GO:000916; GO:004327; GO:004856; GO:007024	lysosome;dendrite cytoplasm;extracellular space;external side of plasma membrane;cell junction;plasma membrane;cytoplasmic vesicle lumen;membrane;cytosol;cell surface;neuronal cell body	GO:000576; GO:003283; GO:000561; GO:000989; GO:003005; GO:000588; GO:006020; GO:001602; GO:000582; GO:000998; GO:004302	 Metabolic pathways; Purine metabolism; Primary immunodeficiency	hsa0110; hsa0023; hsa0534	protein binding;zinc ion binding;adenosine deaminase activity;purine nucleoside binding	GO:000551; GO:000827; GO:000400; GO:000188
XP_020933696.1;XP_020933695.1	XP_020933696.1;XP_020933695.1	XP_020933696.1 ribosome-binding protein 1 isoform X2 [Sus scrofa];XP_020933695.1 ribosome-binding protein 1 isoform X1 [Sus scrofa]	10	10	10	0	31385000	30479000	35504000	30382000	42029000	26475000	27018000	0	35330000	35958000	36752000	46295000	41714000	43783000	25942000	34878000	35129000	NA	NA	NA	RRBP1	RRBP1;RRBP1;NA;NA;NA	osteoblast differentiation;translation;protein transport	GO:000164; GO:000641; GO:001503	ribosome;membrane;endoplasmic reticulum;integral component of endoplasmic reticulum membrane	GO:000584; GO:001602; GO:000578; GO:003017	 Protein processing in endoplasmic reticulum	hsa0414	RNA binding;signaling receptor activity	GO:000372; GO:003802
XP_020933877.1;XP_020933876.1	XP_020933877.1;XP_020933876.1	XP_020933877.1 laminin subunit alpha-5 isoform X2 [Sus scrofa];XP_020933876.1 laminin subunit alpha-5 isoform X1 [Sus scrofa]	46	46	45	94179000	211680000	98550000	310040000	38059000	168870000	55256000	291860000	82463000	155710000	150730000	775650000	169580000	325990000	57968000	274260000	101850000	125500000	NA	NA	NA	LAMA5	LAMA5;LAMA5;NA;NA;NA	hair follicle development;cell proliferation;regulation of cell adhesion;substrate adhesion-dependent cell spreading;odontogenesis of dentin-containing tooth;cilium assembly;muscle organ development;cell recognition;cytokine-mediated signaling pathway;morphogenesis of a polarized epithelium;neural crest cell migration;cell migration;regulation of cell migration;angiogenesis;branching involved in ureteric bud morphogenesis;integrin-mediated signaling pathway;morphogenesis of embryonic epithelium;extracellular matrix organization;regulation of cell proliferation;endothelial cell differentiation;cytoskeleton organization;lung development;regulation of embryonic development;focal adhesion assembly;branching involved in salivary gland morphogenesis;protein localization to plasma membrane	GO:000194; GO:000828; GO:003015; GO:003444; GO:004247; GO:006027; GO:000751; GO:000803; GO:001922; GO:000173; GO:000175; GO:001647; GO:003033; GO:000152; GO:000165; GO:000722; GO:001633; GO:003019; GO:004212; GO:004544; GO:000701; GO:003032; GO:004599; GO:004804; GO:006044; GO:007265	extracellular region;extracellular space;nucleus;synaptic cleft;laminin-11 complex;neuromuscular junction;laminin-10 complex;basement membrane;extracellular exosome	GO:000557; GO:000561; GO:000563; GO:004308; GO:004326; GO:003159; GO:004325; GO:000560; GO:007006	 Focal adhesion; PI3K-Akt signaling pathway; Amoebiasis; Pathways in cancer; Small cell lung cancer; ECM-receptor interaction	hsa0451; hsa0415; hsa0514; hsa0520; hsa0522; hsa0451	extracellular matrix structural constituent;integrin binding	GO:000520; GO:000517
XP_020933879.1;XP_020933878.1	XP_020933879.1;XP_020933878.1	XP_020933879.1 proteasomal ubiquitin receptor ADRM1 isoform X2 [Sus scrofa];XP_020933878.1 proteasomal ubiquitin receptor ADRM1 isoform X1 [Sus scrofa]	4	4	4	9385100	10878000	13409000	10129000	11505000	9303700	12744000	0	12655000	9687100	10589000	12197000	9440300	9302600	12292000	11758000	9153800	7476300	NA	NA	NA	ADRM1	ADRM1;ADRM1;NA;NA;NA	positive regulation of endopeptidase activity;proteasome assembly;protein deubiquitination;ubiquitin-dependent protein catabolic process;transcription elongation from RNA polymerase II promoter	GO:001095; GO:004324; GO:001657; GO:000651; GO:000636	nucleoplasm;proteasome complex;proteasome regulatory particle, lid subcomplex;cytosol;plasma membrane	GO:000565; GO:000050; GO:000854; GO:000582; GO:000588	"NA"	"NA"	protease binding;ubiquitin binding;protein binding;proteasome binding;endopeptidase activator activity	GO:000202; GO:004313; GO:000551; GO:007062; GO:006113
XP_020933911.1	XP_020933911.1	XP_020933911.1 glycogen phosphorylase, brain form [Sus scrofa]	10	3	3	0	0	0	0	0	0	0	0	0	3354000	0	9489300	0	0	0	0	0	0	NA	NA	NA	PYGB	PYGB;NA;NA;NA;NA	glycogen catabolic process;neutrophil degranulation	GO:000598; GO:004331	extracellular region;cytoplasm;extracellular exosome;azurophil granule lumen;membrane	GO:000557; GO:000573; GO:007006; GO:003557; GO:001602	 Metabolic pathways; Insulin signaling pathway; Glucagon signaling pathway; Insulin resistance; Starch and sucrose metabolism	hsa0110; hsa0491; hsa0492; hsa0493; hsa0050	glycogen phosphorylase activity;protein binding;pyridoxal phosphate binding	GO:000818; GO:000551; GO:003017
XP_020933972.1	XP_020933972.1	XP_020933972.1 LOW QUALITY PROTEIN: ankyrin-1 [Sus scrofa]	15	15	14	102210000	0	0	5335400	0	36623000	9888500	8207600	20252000	8667300	20006000	0	108650000	9039100	9867900	0	16889000	0	NA	NA	NA	ANK1	ANK1;NA;NA;NA;NA	exocytosis;cytoskeleton organization;maintenance of epithelial cell apical/basal polarity;ER to Golgi vesicle-mediated transport;positive regulation of organelle organization;signal transduction;protein localization to plasma membrane	GO:000688; GO:000701; GO:004519; GO:000688; GO:001063; GO:000716; GO:007265	sarcolemma;cytoplasmic side of plasma membrane;nucleus;membrane;sarcoplasmic reticulum;cytosol;spectrin-associated cytoskeleton;Z disc;plasma membrane;basolateral plasma membrane;axolemma;M band;axon initial segment;postsynaptic membrane;cytoskeleton	GO:004238; GO:000989; GO:000563; GO:001602; GO:001652; GO:000582; GO:001473; GO:003001; GO:000588; GO:001632; GO:003067; GO:003143; GO:004319; GO:004521; GO:000585	 Proteoglycans in cancer	hsa0520	structural constituent of cytoskeleton;enzyme binding;spectrin binding;structural molecule activity;cytoskeletal adaptor activity;ATPase binding;protein binding;protein phosphatase binding;ion channel binding	GO:000520; GO:001989; GO:003050; GO:000519; GO:000809; GO:005111; GO:000551; GO:001990; GO:004432
XP_020933989.1;XP_020933988.1;XP_020933990.1;XP_020933991.1;XP_013840551.2	XP_020933989.1;XP_020933988.1;XP_020933990.1;XP_020933991.1;XP_013840551.2	XP_020933989.1 sorting nexin-5 isoform X1 [Sus scrofa];XP_020933988.1 sorting nexin-5 isoform X1 [Sus scrofa];XP_020933990.1 sorting nexin-5 isoform X2 [Sus scrofa];XP_020933991.1 sorting nexin-5 isoform X3 [Sus scrofa];XP_013840551.2 sorting nexin-5 isofo	10	10	10	0	50958000	38036000	52989000	32524000	63328000	36515000	43008000	38813000	58052000	36161000	66446000	49134000	57508000	36930000	59294000	43954000	57154000	NA	NA	NA	SNX5	SNX5;SNX5;SNX5;SNX5;SNX5	regulation of macroautophagy;negative regulation of blood pressure;intracellular protein transport;pinocytosis;epidermal growth factor catabolic process;retrograde transport, endosome to Golgi;positive regulation of renal sodium excretion	GO:001624; GO:004577; GO:000688; GO:000690; GO:000717; GO:004214; GO:003581	extrinsic component of endosome membrane;cytoplasmic vesicle membrane;ruffle;retromer complex;phagocytic cup;brush border;extrinsic component of cytoplasmic side of plasma membrane;early endosome membrane;tubular endosome;cytosol;macropinocytic cup	GO:003131; GO:003065; GO:000172; GO:003090; GO:000189; GO:000590; GO:003123; GO:003190; GO:009742; GO:000582; GO:007068	 Endocytosis	hsa0414	phosphatidylinositol-3,5-bisphosphate binding;phosphatidylinositol-5-phosphate binding;cadherin binding;protein heterodimerization activity;D1 dopamine receptor binding;protein binding;dynactin binding;phosphatidylinositol binding;phosphatidylinositol-4-phosphate binding	GO:008002; GO:001031; GO:004529; GO:004698; GO:003174; GO:000551; GO:003445; GO:003509; GO:007027
XP_020934146.1;NP_001243707.1	XP_020934146.1	XP_020934146.1 myotrophin isoform X1 [Sus scrofa]	5	5	5	66039000	0	74082000	0	71135000	78037000	86029000	65532000	58443000	65095000	77977000	101980000	78597000	71122000	70984000	67014000	75719000	84631000	NA	NA	NA	MTPN	MTPN;NA;NA;NA;NA	regulation of striated muscle tissue development;cerebellar granule cell differentiation;positive regulation of cell growth;catecholamine metabolic process;regulation of cell size;positive regulation of protein metabolic process;regulation of barbed-end actin filament capping;positive regulation of macromolecule biosynthetic process;striated muscle cell differentiation;skeletal muscle tissue regeneration;regulation of translation;positive regulation of cardiac muscle hypertrophy;neuron differentiation;cellular response to mechanical stimulus;positive regulation of NF-kappaB transcription factor activity	GO:001620; GO:002170; GO:003030; GO:000658; GO:000836; GO:005124; GO:200081; GO:001055; GO:005114; GO:004340; GO:000641; GO:001061; GO:003018; GO:007126; GO:005109	axon;F-actin capping protein complex;nucleus;cytosol;perinuclear region of cytoplasm	GO:003042; GO:000829; GO:000563; GO:000582; GO:004847	"NA"	"NA"	sequence-specific DNA binding	GO:004356
XP_020934259.1;XP_020934258.1;XP_020934257.1;XP_020934256.1;XP_020934255.1;XP_020934260.1;XP_020934254.1;XP_020934253.1	XP_020934259.1;XP_020934258.1;XP_020934257.1;XP_020934256.1;XP_020934255.1;XP_020934260.1;XP_020934254.1;XP_020934253.1	XP_020934259.1 single-stranded DNA-binding protein, mitochondrial isoform X3 [Sus scrofa];XP_020934258.1 single-stranded DNA-binding protein, mitochondrial isoform X3 [Sus scrofa];XP_020934257.1 single-stranded DNA-binding protein, mitochondrial isoform X3	2	2	2	0	0	10769000	0	0	0	0	0	0	0	0	0	0	0	13255000	0	11715000	0	NA	NA	NA	SSBP1	SSBP1;SSBP1;SSBP1;SSBP1;SSBP1	mitochondrion morphogenesis;positive regulation of helicase activity;mitochondrial DNA replication;mitochondrion organization	GO:007058; GO:005109; GO:000626; GO:000700	nucleoid;extracellular exosome;nucleus;mitochondrion;mitochondrial nucleoid;mitochondrial matrix	GO:000929; GO:007006; GO:000563; GO:000573; GO:004264; GO:000575	 Mismatch repair; Homologous recombination; DNA replication	hsa0343; hsa0344; hsa0303	protein binding;chromatin binding;single-stranded DNA binding;RNA binding	GO:000551; GO:000368; GO:000369; GO:000372
